file,status,phase,owner,note
skia/binding/sk_file_stream.cpp,todo,P2,,
skia/binding/sk_file_stream.h,todo,P2,,
skia/binding/sk_file_w_stream.cpp,todo,P2,,
skia/binding/sk_file_w_stream.h,todo,P2,,
skia/binding/sk_flattenable.cpp,todo,P2,,
skia/binding/sk_flattenable.h,todo,P2,,
skia/binding/sk_font.cpp,todo,P2,,
skia/binding/sk_font.h,todo,P2,,
skia/binding/sk_font_arguments.cpp,todo,P2,,
skia/binding/sk_font_arguments.h,todo,P2,,
skia/binding/sk_font_metrics.cpp,todo,P2,,
skia/binding/sk_font_metrics.h,todo,P2,,
skia/binding/sk_font_mgr.cpp,done,phase1,codex,"step2: unique_ptr 系 get_entity 呼び出しを take_entity へ明示化"
skia/binding/sk_font_mgr.h,todo,P2,,
skia/binding/sk_font_mgr_fontconfig.cpp,todo,P2,,
skia/binding/sk_font_mgr_fontconfig.h,todo,P2,,
skia/binding/sk_font_style.cpp,todo,P2,,
skia/binding/sk_font_style.h,todo,P2,,
skia/binding/sk_font_style_set.cpp,todo,P2,,
skia/binding/sk_font_style_set.h,todo,P2,,
skia/binding/sk_gif_decoder.cpp,todo,P2,,
skia/binding/sk_gif_decoder.h,todo,P2,,
skia/binding/sk_gradient_shader.cpp,todo,P2,,
skia/binding/sk_gradient_shader.h,todo,P2,,
skia/binding/sk_graphics.cpp,todo,P2,,
skia/binding/sk_graphics.h,todo,P2,,
skia/binding/sk_high_contrast_config.cpp,todo,P2,,
skia/binding/sk_high_contrast_config.h,todo,P2,,
skia/binding/sk_high_contrast_filter.cpp,todo,P2,,
skia/binding/sk_high_contrast_filter.h,todo,P2,,
skia/binding/sk_i_point.cpp,todo,P2,,
skia/binding/sk_i_point.h,todo,P2,,
skia/binding/sk_i_rect.cpp,todo,P2,,
skia/binding/sk_i_rect.h,todo,P2,,
skia/binding/sk_i_size.cpp,todo,P2,,
skia/binding/sk_i_size.h,todo,P2,,
skia/binding/sk_icc.cpp,todo,P2,,
skia/binding/sk_icc.h,todo,P2,,
skia/binding/sk_ico_cecoder.cpp,done,phase1,codex,"step2: unique_ptr 系 get_entity 呼び出しを take_entity へ明示化"
skia/binding/sk_ico_cecoder.h,todo,P2,,
skia/binding/sk_image.cpp,todo,P2,,
skia/binding/sk_image.h,todo,P2,,
skia/binding/sk_image_filter.cpp,todo,P2,,
skia/binding/sk_image_filter.h,todo,P2,,
skia/binding/sk_image_filters.cpp,todo,P2,,
skia/binding/sk_image_filters.h,todo,P2,,
skia/binding/sk_image_generator.cpp,todo,P2,,
skia/binding/sk_image_generator.h,todo,P2,,
skia/binding/sk_image_info.cpp,todo,P2,,
skia/binding/sk_image_info.h,todo,P2,,
skia/binding/sk_images.cpp,done,phase1,codex,"step2: unique_ptr 系 get_entity 呼び出しを take_entity へ明示化"
skia/binding/sk_images.h,todo,P2,,
skia/binding/sk_jpeg_decoder.cpp,done,phase1,codex,"step2: unique_ptr 系 get_entity 呼び出しを take_entity へ明示化"
skia/binding/sk_jpeg_decoder.h,todo,P2,,
skia/binding/sk_jpeg_encoder.cpp,todo,P2,,
skia/binding/sk_jpeg_encoder.h,todo,P2,,
skia/binding/sk_jpegxl_decoder.cpp,todo,P2,,
skia/binding/sk_jpegxl_decoder.h,todo,P2,,
skia/binding/sk_line_2d_path_effect.cpp,todo,P2,,
skia/binding/sk_line_2d_path_effect.h,todo,P2,,
skia/binding/sk_luma_color_filter.cpp,todo,P2,,
skia/binding/sk_luma_color_filter.h,todo,P2,,
skia/binding/sk_m_44.cpp,todo,P2,,
skia/binding/sk_m_44.h,todo,P2,,
skia/binding/sk_malloc_pixel_ref.cpp,todo,P2,,
skia/binding/sk_malloc_pixel_ref.h,todo,P2,,
skia/binding/sk_mask.cpp,todo,P2,,
skia/binding/sk_mask.h,todo,P2,,
skia/binding/sk_mask_builder.cpp,todo,P2,,
skia/binding/sk_mask_builder.h,todo,P2,,
skia/binding/sk_mask_filter.cpp,todo,P2,,
skia/binding/sk_mask_filter.h,todo,P2,,
skia/binding/sk_matrix.cpp,todo,P2,,
skia/binding/sk_matrix.h,todo,P2,,
skia/binding/sk_memory_stream.cpp,todo,P2,,
skia/binding/sk_memory_stream.h,todo,P2,,
skia/binding/sk_mesh.cpp,todo,P2,,
skia/binding/sk_mesh.h,todo,P2,,
skia/binding/sk_mesh_specification.cpp,todo,P2,,
skia/binding/sk_mesh_specification.h,todo,P2,,
skia/binding/sk_meshes.cpp,todo,P2,,
skia/binding/sk_meshes.h,todo,P2,,
skia/binding/sk_op_builder.cpp,todo,P2,,
skia/binding/sk_op_builder.h,todo,P2,,
skia/binding/sk_open_type_svg_decoder.cpp,todo,P2,,
skia/binding/sk_open_type_svg_decoder.h,todo,P2,,
skia/binding/sk_overdraw_canvas.cpp,todo,P2,,
skia/binding/sk_overdraw_canvas.h,todo,P2,,
skia/binding/sk_overdraw_color_filter.cpp,todo,P2,,
skia/binding/sk_overdraw_color_filter.h,todo,P2,,
skia/binding/sk_paint.cpp,todo,P2,,
skia/binding/sk_paint.h,todo,P2,,
skia/binding/sk_path.cpp,todo,P2,,
skia/binding/sk_path.h,todo,P2,,
skia/binding/sk_path_1d_path_effect.cpp,todo,P2,,
skia/binding/sk_path_1d_path_effect.h,todo,P2,,
skia/binding/sk_path_2d_path_effect.cpp,todo,P2,,
skia/binding/sk_path_2d_path_effect.h,todo,P2,,
skia/binding/sk_path_builder.cpp,todo,P2,,
skia/binding/sk_path_builder.h,todo,P2,,
skia/binding/sk_path_effect.cpp,todo,P2,,
skia/binding/sk_path_effect.h,todo,P2,,
skia/binding/sk_path_measure.cpp,todo,P2,,
skia/binding/sk_path_measure.h,todo,P2,,
skia/binding/sk_pdf.cpp,todo,P2,,
skia/binding/sk_pdf.h,todo,P2,,
skia/binding/sk_perlin_noise_shader.cpp,todo,P2,,
skia/binding/sk_perlin_noise_shader.h,todo,P2,,
skia/binding/sk_picture.cpp,todo,P2,,
skia/binding/sk_picture.h,todo,P2,,
skia/binding/sk_picture_recorder.cpp,todo,P2,,
skia/binding/sk_picture_recorder.h,todo,P2,,
skia/binding/sk_pixel_ref.cpp,todo,P2,,
skia/binding/sk_pixel_ref.h,todo,P2,,
skia/binding/sk_pixmap.cpp,todo,P2,,
skia/binding/sk_pixmap.h,todo,P2,,
skia/binding/sk_pixmap_utils.cpp,todo,P2,,
skia/binding/sk_pixmap_utils.h,todo,P2,,
skia/binding/sk_png_decoder.cpp,done,phase1,codex,"step2: unique_ptr 系 get_entity 呼び出しを take_entity へ明示化"
skia/binding/sk_png_decoder.h,todo,P2,,
skia/binding/sk_png_encoder.cpp,todo,P2,,
skia/binding/sk_png_encoder.h,todo,P2,,
skia/binding/sk_point.cpp,todo,P2,,
skia/binding/sk_point.h,todo,P2,,
skia/binding/sk_point_3.cpp,todo,P2,,
skia/binding/sk_point_3.h,todo,P2,,
skia/binding/sk_r_rect.cpp,todo,P2,,
skia/binding/sk_r_rect.h,todo,P2,,
skia/binding/sk_raster_handle_allocator.cpp,todo,P2,,
skia/binding/sk_raster_handle_allocator.h,todo,P2,,
skia/binding/sk_raw_decoder.cpp,todo,P2,,
skia/binding/sk_raw_decoder.h,todo,P2,,
skia/binding/sk_read_buffer.cpp,todo,P2,,
skia/binding/sk_read_buffer.h,todo,P2,,
skia/binding/sk_rect.cpp,todo,P2,,
skia/binding/sk_rect.h,todo,P2,,
skia/binding/sk_ref_cnt.cpp,todo,P2,,
skia/binding/sk_ref_cnt.h,todo,P2,,
skia/binding/sk_ref_cnt_base.cpp,todo,P2,,
skia/binding/sk_ref_cnt_base.h,todo,P2,,
skia/binding/sk_region.cpp,todo,P2,,
skia/binding/sk_region.h,todo,P2,,
skia/binding/sk_rsx_form.cpp,todo,P2,,
skia/binding/sk_rsx_form.h,todo,P2,,
skia/binding/sk_runtime_blend_builder.cpp,todo,P2,,
skia/binding/sk_runtime_blend_builder.h,todo,P2,,
skia/binding/sk_runtime_color_filter_builder.cpp,todo,P2,,
skia/binding/sk_runtime_color_filter_builder.h,todo,P2,,
skia/binding/sk_runtime_effect.cpp,todo,P2,,
skia/binding/sk_runtime_effect.h,todo,P2,,
skia/binding/sk_runtime_effect_builder.cpp,todo,P2,,
skia/binding/sk_runtime_effect_builder.h,todo,P2,,
skia/binding/sk_runtime_shader_builder.cpp,todo,P2,,
skia/binding/sk_runtime_shader_builder.h,todo,P2,,
skia/binding/sk_sampling_options.cpp,todo,P2,,
skia/binding/sk_sampling_options.h,todo,P2,,
skia/binding/sk_shader.cpp,todo,P2,,
skia/binding/sk_shader.h,todo,P2,,
skia/binding/sk_shader_mask_filter.cpp,todo,P2,,
skia/binding/sk_shader_mask_filter.h,todo,P2,,
skia/binding/sk_shaders.cpp,todo,P2,,
skia/binding/sk_shaders.h,todo,P2,,
skia/binding/sk_size.cpp,todo,P2,,
skia/binding/sk_size.h,todo,P2,,
skia/binding/sk_stream.cpp,todo,P2,,
skia/binding/sk_stream.h,todo,P2,,
skia/binding/sk_stream_asset.cpp,todo,P2,,
skia/binding/sk_stream_asset.h,todo,P2,,
skia/binding/sk_stream_memory.cpp,todo,P2,,
skia/binding/sk_stream_memory.h,todo,P2,,
skia/binding/sk_stream_rewindable.cpp,todo,P2,,
skia/binding/sk_stream_rewindable.h,todo,P2,,
skia/binding/sk_stream_seekable.cpp,todo,P2,,
skia/binding/sk_stream_seekable.h,todo,P2,,
skia/binding/sk_string.cpp,todo,P2,,
skia/binding/sk_string.h,todo,P2,,
skia/binding/sk_stroke_rec.cpp,todo,P2,,
skia/binding/sk_stroke_rec.h,todo,P2,,
skia/binding/sk_surface.cpp,todo,P2,,
skia/binding/sk_surface.h,todo,P2,,
skia/binding/sk_surface_props.cpp,todo,P2,,
skia/binding/sk_surface_props.h,todo,P2,,
skia/binding/sk_surfaces.cpp,todo,P2,,
skia/binding/sk_surfaces.h,todo,P2,,
skia/binding/sk_table_mask_filter.cpp,todo,P2,,
skia/binding/sk_table_mask_filter.h,todo,P2,,
skia/binding/sk_text_blob.cpp,todo,P2,,
skia/binding/sk_text_blob.h,todo,P2,,
skia/binding/sk_text_blob_builder.cpp,todo,P2,,
skia/binding/sk_text_blob_builder.h,todo,P2,,
skia/binding/sk_text_blob_builder_run_handler.cpp,todo,P2,,
skia/binding/sk_text_blob_builder_run_handler.h,todo,P2,,
skia/binding/sk_tiled_image_utils.cpp,todo,P2,,
skia/binding/sk_tiled_image_utils.h,todo,P2,,
skia/binding/sk_trace_memory_dump.cpp,todo,P2,,
skia/binding/sk_trace_memory_dump.h,todo,P2,,
skia/binding/sk_trim_path_effect.cpp,todo,P2,,
skia/binding/sk_trim_path_effect.h,todo,P2,,
skia/binding/sk_typeface.cpp,done,phase1,codex,"step2: unique_ptr 系 get_entity 呼び出しを take_entity へ明示化"
skia/binding/sk_typeface.h,todo,P2,,
skia/binding/sk_typeface_mac.cpp,todo,P2,,
skia/binding/sk_typeface_mac.h,todo,P2,,
skia/binding/sk_un_pre_multiply.cpp,todo,P2,,
skia/binding/sk_un_pre_multiply.h,todo,P2,,
skia/binding/sk_v2.cpp,todo,P2,,
skia/binding/sk_v2.h,todo,P2,,
skia/binding/sk_v3.cpp,todo,P2,,
skia/binding/sk_v3.h,todo,P2,,
skia/binding/sk_v4.cpp,todo,P2,,
skia/binding/sk_v4.h,todo,P2,,
skia/binding/sk_vertices.cpp,todo,P2,,
skia/binding/sk_vertices.h,todo,P2,,
skia/binding/sk_w_stream.cpp,todo,P2,,
skia/binding/sk_w_stream.h,todo,P2,,
skia/binding/sk_wbmp_decoder.cpp,done,phase1,codex,"step2: unique_ptr 系 get_entity 呼び出しを take_entity へ明示化"
skia/binding/sk_wbmp_decoder.h,todo,P2,,
skia/binding/sk_webp_decoder.cpp,done,phase1,codex,"step2: unique_ptr 系 get_entity 呼び出しを take_entity へ明示化"
skia/binding/sk_webp_decoder.h,todo,P2,,
skia/binding/sk_webp_encoder.cpp,todo,P2,,
skia/binding/sk_webp_encoder.h,todo,P2,,
skia/binding/sk_write_buffer.cpp,todo,P2,,
skia/binding/sk_write_buffer.h,todo,P2,,
skia/binding/sk_yuva_info.cpp,todo,P2,,
skia/binding/sk_yuva_info.h,todo,P2,,
skia/binding/sk_yuva_pixmap_info.cpp,todo,P2,,
skia/binding/sk_yuva_pixmap_info.h,todo,P2,,
skia/binding/sk_yuva_pixmaps.cpp,todo,P2,,
skia/binding/sk_yuva_pixmaps.h,todo,P2,,
